,Business Analyst,Database Administrator,Data Analyst,Data Architect,Product Manager,Data Engineer,Data Scientist
1799,0.1,0.015,0.065,0.05,0.005,0.67,0.095
1800,0.015,0.02,0.875,0.005,0.005,0.01,0.07
1801,0.04,0.01,0.91,0.015,0.005,0.01,0.01
1802,0.1225,0.425,0.1875,0.11125,0.025,0.09,0.03875
1803,0.02,0.15,0.695,0.045,0.005,0.06,0.025
1804,0.04,0.01,0.91,0.015,0.005,0.01,0.01
1805,0.06,0.085,0.74,0.025,0.02,0.035,0.035
1806,0.05,0.055,0.71,0.0,0.05,0.095,0.04
1807,0.1,0.065,0.73,0.015,0.025,0.02,0.045
1808,0.055,0.1,0.8,0.005,0.005,0.015,0.02
1809,0.075,0.02,0.72,0.025,0.105,0.035,0.02
1810,0.085,0.025,0.73,0.05,0.03,0.03,0.05
1811,0.08,0.005,0.885,0.01,0.015,0.0,0.005
1812,0.155,0.03,0.045,0.59,0.095,0.05,0.035
1813,0.04,0.09,0.065,0.71,0.025,0.045,0.025
1814,0.01,0.005,0.015,0.945,0.01,0.0,0.015
1815,0.04,0.075,0.12,0.665,0.015,0.04,0.045
1816,0.035,0.015,0.035,0.005,0.895,0.01,0.005
1817,0.095,0.005,0.05,0.01,0.825,0.005,0.01
1818,0.06,0.015,0.045,0.0,0.845,0.02,0.015
1819,0.0,0.0,0.01,0.01,0.98,0.0,0.0
1820,0.09166666666666667,0.02,0.05833333333333333,0.025,0.635,0.015,0.155
1821,0.05,0.01,0.05,0.0,0.8,0.045,0.045
1822,0.035,0.02,0.005,0.015,0.905,0.0,0.02
1823,0.035,0.0,0.015,0.005,0.925,0.015,0.005
1824,0.22,0.035,0.01,0.005,0.635,0.03,0.065
1825,0.13,0.01,0.115,0.015,0.62,0.055,0.055
1826,0.04,0.025,0.05,0.015,0.815,0.04,0.015
1827,0.11,0.685,0.05,0.04,0.025,0.05,0.04
1828,0.055,0.9,0.03,0.0,0.015,0.0,0.0
1829,0.16,0.61,0.07,0.01,0.03,0.07,0.05
1830,0.445,0.235,0.085,0.0525,0.09,0.0375,0.055
1831,0.055,0.75,0.015,0.0,0.11,0.035,0.035
1832,0.05,0.695,0.07,0.0625,0.025,0.0575,0.04
1833,0.02,0.94,0.005,0.02,0.005,0.01,0.0
1834,0.045,0.86,0.015,0.02,0.035,0.015,0.01
1835,0.08,0.82,0.02,0.04,0.02,0.015,0.005
1836,0.05,0.73,0.07,0.055,0.03,0.045,0.02
1837,0.71,0.015,0.185,0.04,0.035,0.0,0.015
1838,0.81,0.035,0.03,0.03,0.02,0.04,0.035
1839,0.92,0.01,0.025,0.025,0.01,0.005,0.005
1840,0.825,0.035,0.025,0.01,0.03,0.05,0.025
1841,0.985,0.0,0.005,0.01,0.0,0.0,0.0
1842,0.77,0.02,0.055,0.01,0.13,0.005,0.01
1843,0.7866666666666667,0.0,0.10833333333333334,0.015,0.02,0.025,0.045
1844,0.79,0.06,0.055,0.02,0.045,0.005,0.025
1845,0.735,0.14,0.035,0.03,0.03,0.02,0.01
1846,0.835,0.015,0.045,0.02,0.065,0.015,0.005
1847,0.725,0.07,0.07,0.02,0.07,0.015,0.03
1848,0.78,0.02,0.03,0.08,0.035,0.04,0.015
1849,0.78,0.03,0.045,0.025,0.085,0.03,0.005
1850,0.91,0.02,0.035,0.0,0.025,0.005,0.005
1851,0.89,0.03,0.02,0.0175,0.02,0.0075,0.015
1852,0.34,0.225,0.255,0.035,0.11,0.01,0.025
1853,0.03,0.015,0.045,0.005,0.01,0.023166666666666665,0.8718333333333333
1854,0.0,0.0,0.01,0.005,0.005,0.0,0.98
1855,0.005,0.005,0.005,0.01,0.02,0.005,0.95
1856,0.005,0.005,0.005,0.01,0.02,0.005,0.95
1857,0.0,0.0,0.01,0.005,0.005,0.0,0.98
1858,0.005,0.005,0.005,0.01,0.02,0.005,0.95
1859,0.04,0.05,0.025,0.0,0.015,0.045,0.825
1860,0.095,0.03,0.01,0.015,0.185,0.64,0.025
1861,0.06,0.015,0.125,0.025,0.03,0.65,0.095
1862,0.055,0.035,0.065,0.08,0.02,0.72,0.025
1863,0.065,0.1,0.055,0.045,0.025,0.685,0.025
1864,0.0825,0.065,0.2175,0.08,0.025,0.05416666666666667,0.47583333333333333
1865,0.145,0.015,0.685,0.045,0.04,0.0,0.07
1866,0.2075,0.03,0.4875,0.025,0.01,0.175,0.065
1867,0.05,0.005,0.775,0.01,0.11,0.005,0.045
1868,0.27,0.055,0.445,0.06,0.035,0.065,0.07
1869,0.13333333333333333,0.011666666666666665,0.74,0.025,0.05,0.005,0.035
1870,0.42,0.17,0.145,0.045,0.03,0.025,0.165
1871,0.065,0.015,0.825,0.01,0.025,0.015,0.045
1872,0.145,0.06,0.71,0.01,0.055,0.01,0.01
1873,0.035,0.03,0.015,0.0,0.905,0.01,0.005
1874,0.055,0.02,0.09,0.05,0.71,0.04,0.035
1875,0.015,0.025,0.01,0.005,0.91,0.005,0.03
1876,0.04,0.02,0.005,0.005,0.88,0.005,0.045
1877,0.02,0.89,0.025,0.02,0.025,0.01,0.01
1878,0.13,0.62,0.07,0.04166666666666666,0.1,0.013333333333333332,0.025
1879,0.045,0.555,0.085,0.113,0.025,0.09699999999999999,0.08
1880,0.12,0.385,0.065,0.065,0.11,0.15,0.105
1881,0.76,0.01,0.095,0.02,0.04,0.03,0.045
1882,0.83,0.035,0.04,0.035,0.03,0.015,0.015
1883,0.95,0.005,0.02,0.01,0.01,0.005,0.0
1884,0.74,0.055,0.04,0.03,0.045,0.055,0.035
1885,0.745,0.02,0.045,0.065,0.025,0.06,0.04
1886,0.845,0.08,0.025,0.01,0.01,0.03,0.0
1887,0.765,0.01,0.14,0.025,0.015,0.015,0.03
1888,0.85,0.02,0.045,0.01,0.065,0.005,0.005
1889,0.865,0.025,0.05,0.01,0.025,0.0,0.025
1890,0.855,0.02,0.04,0.01,0.035,0.005,0.035
1891,0.95,0.01,0.025,0.005,0.0,0.01,0.0
1892,0.19,0.055,0.52,0.07,0.08,0.0,0.085
1893,0.77,0.05,0.075,0.035,0.03,0.015,0.025
1894,0.86,0.025,0.025,0.0125,0.05,0.0225,0.005
1895,0.715,0.035,0.175,0.005,0.025,0.005,0.04
1896,0.025,0.005,0.085,0.005,0.01,0.025,0.845
1897,0.025,0.0,0.04,0.005,0.015,0.04,0.875
1898,0.05,0.015,0.02,0.0575,0.025,0.0875,0.745
1899,0.025,0.015,0.01,0.025,0.0,0.095,0.83
1900,0.025,0.03,0.015,0.03833333333333334,0.01,0.3316666666666667,0.55
1901,0.035,0.18,0.11,0.145,0.02,0.42,0.09
1902,0.035,0.2,0.11,0.04625,0.02,0.515,0.07375
1903,0.09,0.01,0.7,0.04,0.035,0.035,0.09
1904,0.1991666666666667,0.14,0.18583333333333332,0.11675,0.055,0.23199999999999998,0.07125
1905,0.02,0.045,0.79,0.06,0.025,0.04,0.02
1906,0.11,0.005,0.78,0.015,0.05,0.025,0.015
1907,0.05,0.05,0.095,0.7,0.025,0.045,0.035
1908,0.05416666666666667,0.02,0.09583333333333333,0.71,0.01,0.01,0.1
1909,0.015,0.005,0.07,0.7725,0.005,0.1075,0.025
1910,0.07,0.075,0.025,0.7725,0.04,0.0175,0.0
1911,0.355,0.065,0.06,0.035,0.43,0.025,0.03
1912,0.215,0.01,0.045,0.015,0.69,0.01,0.015
1913,0.0,0.0,0.005,0.0,0.99,0.005,0.0
1914,0.33833333333333326,0.03,0.07166666666666666,0.02,0.445,0.04,0.055
1915,0.055,0.05,0.05,0.02,0.8,0.015,0.01
1916,0.01,0.005,0.0,0.0,0.97,0.01,0.005
1917,0.03,0.005,0.015,0.025,0.83,0.07,0.025
1918,0.175,0.515,0.06,0.105,0.075,0.03,0.04
1919,0.03,0.87,0.025,0.015,0.005,0.025,0.03
1920,0.0,0.98,0.0,0.005,0.01,0.0,0.005
1921,0.06166666666666667,0.5783333333333334,0.065,0.055,0.085,0.105,0.05
1922,0.87,0.05,0.03,0.01,0.03,0.005,0.005
1923,0.895,0.03,0.02,0.01,0.015,0.025,0.005
1924,0.895,0.03,0.02,0.01,0.015,0.025,0.005
1925,0.2075,0.0775,0.225,0.06,0.23,0.075,0.125
1926,0.7025,0.025,0.1025,0.02166666666666667,0.065,0.03833333333333334,0.045
1927,0.7175,0.045,0.1025,0.04,0.03,0.0325,0.0325
1928,0.845,0.06,0.045,0.015,0.025,0.01,0.0
1929,0.9,0.005,0.02,0.005,0.045,0.02,0.005
1930,0.645,0.01,0.04,0.05,0.015,0.065,0.175
1931,0.77,0.02,0.14,0.01,0.01,0.03,0.02
1932,0.87,0.01,0.015,0.0,0.1,0.005,0.0
1933,0.8,0.02,0.145,0.015,0.01,0.0,0.01
1934,0.695,0.03,0.08,0.04,0.02,0.065,0.07
1935,0.835,0.01,0.035,0.025,0.085,0.01,0.0
1936,0.025,0.005,0.06,0.0175,0.01,0.016666666666666666,0.8658333333333335
1937,0.12,0.095,0.685,0.035,0.035,0.03,0.0
1938,0.019166666666666665,0.04,0.8558333333333334,0.015,0.015,0.035,0.02
1939,0.29,0.115,0.06,0.08,0.375,0.015,0.065
1940,0.55875,0.075,0.09625,0.07,0.125,0.04,0.035
1941,0.67,0.055,0.075,0.015,0.055,0.05375,0.07625
1942,0.05,0.04,0.735,0.03,0.005,0.055,0.085
1943,0.03,0.1,0.06,0.745,0.025,0.015,0.025
1944,0.055,0.085,0.17,0.005,0.625,0.02,0.04
1945,0.11,0.025,0.075,0.005,0.745,0.025,0.015
1946,0.035,0.91,0.015,0.015,0.02,0.005,0.0
1947,0.725,0.03,0.115,0.065,0.01,0.03,0.025
1948,0.23166666666666663,0.05,0.30333333333333334,0.035,0.205,0.05,0.125
1949,0.765,0.055,0.045,0.045,0.05,0.015,0.025
1950,0.845,0.035,0.04,0.01,0.025,0.02,0.025
1951,0.935,0.0,0.025,0.005,0.01,0.02,0.005
1952,0.82,0.03,0.04,0.025,0.045,0.015,0.025
1953,0.89,0.02,0.025,0.015,0.02,0.01,0.02
1954,0.275,0.145,0.175,0.06,0.205,0.05,0.09
1955,0.1,0.0,0.06,0.02,0.015,0.77,0.035
1956,0.035,0.03,0.66,0.0,0.2,0.04,0.035
1957,0.035,0.03,0.795,0.027999999999999997,0.04,0.037000000000000005,0.035
1958,0.066,0.005,0.7190000000000001,0.005,0.08,0.04,0.085
1959,0.0625,0.72,0.1175,0.025,0.015,0.025,0.035
