,Business Analyst,Database Administrator,Data Analyst,Data Architect,Product Manager,Data Engineer,Data Scientist
942,0.045,0.02,0.055,0.01,0.025,0.13699999999999998,0.708
943,0.0575,0.01,0.0875,0.01,0.075,0.08,0.68
944,0.021666666666666664,0.025,0.018333333333333333,0.01,0.155,0.04,0.73
945,0.045,0.025,0.0,0.005,0.165,0.1,0.66
946,0.01,0.015,0.025,0.045,0.0,0.065,0.84
947,0.005,0.03,0.065,0.005,0.005,0.05666666666666667,0.8333333333333333
948,0.005,0.0,0.005,0.005,0.015,0.0245,0.9455
949,0.035,0.045,0.04,0.005,0.04,0.05,0.785
950,0.015,0.0,0.07,0.02,0.005,0.02708333333333333,0.8629166666666666
951,0.025,0.035,0.025,0.01,0.02,0.044000000000000004,0.841
952,0.0,0.0,0.0,0.01,0.0,0.98,0.01
953,0.015,0.005,0.025,0.5006785714285715,0.02,0.4093214285714285,0.025
954,0.025,0.01,0.01,0.045,0.005,0.72,0.185
955,0.005,0.015,0.01,0.0,0.005,0.94,0.025
956,0.0,0.0,0.0,0.01,0.0,0.98,0.01
957,0.04,0.16,0.005,0.01,0.055,0.725,0.005
958,0.025,0.1,0.025,0.023333333333333334,0.02,0.7716666666666666,0.035
959,0.005,0.015,0.01,0.0,0.005,0.94,0.025
960,0.065,0.085,0.08,0.03,0.525,0.165,0.05
961,0.025,0.005,0.03,0.09,0.01,0.825,0.015
962,0.07,0.035,0.05,0.025,0.065,0.7,0.055
963,0.06,0.015,0.725,0.04,0.035,0.05,0.075
964,0.025,0.005,0.8,0.01,0.0,0.095,0.065
965,0.76,0.025,0.11,0.01,0.075,0.0,0.02
966,0.14,0.07,0.655,0.026666666666666665,0.065,0.03333333333333333,0.01
967,0.15,0.05,0.605,0.03,0.025,0.11,0.03
968,0.02,0.0,0.895,0.025,0.015,0.025,0.02
969,0.02,0.0,0.895,0.025,0.015,0.025,0.02
970,0.015,0.01,0.73,0.05,0.1,0.07,0.025
971,0.025,0.01,0.69,0.045,0.015,0.055,0.16
972,0.035,0.01,0.675,0.01,0.06,0.0,0.21
973,0.01,0.105,0.795,0.045,0.005,0.015,0.025
974,0.05,0.02,0.83,0.02,0.01,0.005,0.065
975,0.17333333333333337,0.011666666666666665,0.73,0.01,0.05,0.0,0.025
976,0.05,0.02,0.725,0.03,0.055,0.04,0.08
977,0.0575,0.1,0.7275,0.035,0.025,0.01,0.045
978,0.015,0.03,0.025,0.845,0.045,0.035,0.005
979,0.065,0.55,0.04,0.255,0.06,0.02,0.01
980,0.03,0.1,0.13,0.2425,0.08,0.272,0.14550000000000002
981,0.015,0.005,0.025,0.5006785714285715,0.02,0.4093214285714285,0.025
982,0.295,0.24,0.165,0.055,0.165,0.04,0.04
983,0.035,0.055,0.09,0.765,0.01,0.02,0.025
984,0.095,0.035,0.035,0.7425,0.04,0.0325,0.02
985,0.0475,0.02,0.0625,0.705,0.025,0.075,0.065
986,0.16,0.05,0.05,0.64,0.08,0.015,0.005
987,0.027999999999999997,0.025,0.067,0.788125,0.0,0.061875,0.03
988,0.14,0.005,0.03,0.0,0.78,0.03,0.015
989,0.125,0.035,0.125,0.005,0.65,0.015,0.045
990,0.115,0.02,0.01,0.005,0.825,0.025,0.0
991,0.12,0.11,0.065,0.035,0.405,0.185,0.08
992,0.09050000000000001,0.02,0.13449999999999998,0.03,0.66,0.04,0.025
993,0.51,0.075,0.185,0.04,0.08,0.035,0.075
994,0.01,0.0,0.0,0.015,0.94,0.015,0.02
995,0.12,0.11,0.065,0.035,0.405,0.185,0.08
996,0.13,0.02,0.015,0.005,0.825,0.0,0.005
997,0.005,0.0,0.005,0.0,0.99,0.0,0.0
998,0.005,0.0,0.005,0.0,0.99,0.0,0.0
999,0.05,0.02,0.01,0.015,0.86,0.02,0.025
1000,0.035,0.005,0.005,0.005,0.925,0.005,0.02
1001,0.015,0.9,0.005,0.006,0.015,0.035,0.024
1002,0.015,0.9,0.005,0.006,0.015,0.035,0.024
1003,0.035,0.785,0.035,0.075,0.04,0.015,0.015
1004,0.04,0.79,0.03,0.06,0.01,0.06,0.01
1005,0.005,0.965,0.0,0.005,0.02,0.0,0.005
1006,0.01,0.97,0.005,0.0,0.005,0.01,0.0
1007,0.145,0.745,0.01,0.04,0.035,0.02,0.005
1008,0.04,0.685,0.035,0.02,0.115,0.075,0.03
1009,0.0,0.985,0.005,0.0,0.005,0.005,0.0
1010,0.08,0.685,0.13,0.055,0.015,0.02,0.015
1011,0.055,0.875,0.005,0.025,0.015,0.02,0.005
1012,0.03,0.88,0.01,0.01,0.03,0.015,0.025
1013,0.035,0.94,0.005,0.015,0.0,0.0,0.005
1014,0.06,0.76,0.015,0.03,0.085,0.035,0.015
1015,0.89,0.05,0.03,0.01,0.005,0.01,0.005
1016,0.805,0.015,0.1,0.01,0.035,0.015,0.02
1017,0.72,0.065,0.04,0.07,0.055,0.03,0.02
1018,0.695,0.015,0.01,0.01,0.24,0.005,0.025
1019,0.9,0.005,0.025,0.01,0.045,0.005,0.01
1020,0.715,0.03,0.06,0.02416666666666667,0.13,0.010833333333333332,0.03
1021,0.855,0.02,0.045,0.015,0.03,0.02,0.015
1022,0.875,0.025,0.055,0.005,0.025,0.005,0.01
1023,0.80875,0.025,0.02125,0.0225,0.08,0.0125,0.03
1024,0.88,0.02,0.045,0.02,0.025,0.005,0.005
1025,0.30833333333333335,0.215,0.17166666666666663,0.12,0.035,0.115,0.035
1026,0.825,0.015,0.025,0.02,0.04,0.03,0.045
1027,0.755,0.02,0.075,0.015,0.075,0.03,0.03
1028,0.69,0.005,0.115,0.03,0.015,0.0575,0.0875
1029,0.68,0.03,0.075,0.04,0.085,0.03,0.06
1030,0.76,0.025,0.11,0.01,0.075,0.0,0.02
1031,0.84,0.075,0.01,0.03,0.005,0.025,0.015
1032,0.785,0.015,0.085,0.02,0.035,0.035,0.025
1033,0.83,0.01,0.095,0.0,0.04,0.005,0.02
1034,0.705,0.03,0.025,0.045,0.125,0.025,0.045
1035,0.84,0.075,0.01,0.03,0.005,0.025,0.015
1036,0.79,0.01,0.035,0.01,0.105,0.025,0.025
1037,0.8425,0.005,0.0925,0.02,0.02,0.01,0.01
1038,0.005,0.005,0.025,0.015,0.01,0.035,0.905
1039,0.00625,0.015,0.02375,0.005,0.0,0.014999999999999998,0.9350000000000002
1040,0.01,0.0,0.0,0.01,0.005,0.44791666666666663,0.5270833333333333
1041,0.005,0.01,0.025,0.0,0.015,0.028333333333333332,0.9166666666666667
1042,0.22,0.03,0.015,0.03,0.04,0.645,0.02
1043,0.08,0.03,0.085,0.05,0.595,0.1,0.06
1044,0.045,0.03,0.055,0.03,0.13,0.68,0.03
1045,0.06,0.025,0.05,0.155,0.0,0.695,0.015
1046,0.02,0.035,0.055,0.03375,0.05,0.74,0.06625
1047,0.265,0.145,0.23,0.05,0.015,0.085,0.21
1048,0.04,0.025,0.125,0.19166666666666668,0.15,0.4083333333333334,0.06
1049,0.01,0.0,0.0,0.01,0.005,0.44791666666666663,0.5270833333333333
1050,0.045,0.065,0.035,0.02,0.115,0.705,0.015
1051,0.055,0.025,0.65,0.02,0.15,0.025,0.075
1052,0.105,0.04,0.78,0.015,0.025,0.015,0.02
1053,0.06366666666666668,0.115,0.6963333333333332,0.065,0.0,0.04,0.02
1054,0.13,0.05,0.72,0.025,0.045,0.005,0.025
1055,0.075,0.035,0.69,0.025,0.045,0.06,0.07
1056,0.02,0.055,0.71,0.021,0.02,0.11,0.064
1057,0.025,0.025,0.695,0.05,0.05,0.12,0.035
1058,0.005,0.025,0.925,0.035,0.0,0.0,0.01
1059,0.12,0.015,0.7,0.01,0.06,0.035,0.06
1060,0.025,0.15,0.045,0.725,0.005,0.035,0.015
1061,0.02,0.04,0.03,0.825,0.035,0.03,0.02
1062,0.015,0.02,0.055,0.775,0.02,0.07625,0.03875
1063,0.08,0.02,0.065,0.6875,0.005,0.1275,0.015
1064,0.035,0.03,0.015,0.0025,0.825,0.0575,0.035
1065,0.025,0.02,0.05,0.011666666666666667,0.74,0.1,0.05333333333333334
1066,0.015,0.005,0.01,0.0,0.96,0.0,0.01
1067,0.005,0.005,0.035,0.01,0.9,0.01,0.035
1068,0.025,0.01,0.005,0.01,0.92,0.025,0.005
1069,0.06,0.01,0.075,0.025,0.73,0.075,0.025
1070,0.015,0.0,0.0,0.0,0.965,0.015,0.005
1071,0.06,0.02,0.04,0.015,0.825,0.03,0.01
1072,0.05666666666666667,0.1,0.04333333333333333,0.025,0.715,0.035,0.025
1073,0.05,0.025,0.02,0.005,0.89,0.005,0.005
1074,0.075,0.015,0.025,0.01,0.86,0.005,0.01
1075,0.095,0.025,0.01,0.0,0.86,0.0,0.01
1076,0.32,0.08,0.28,0.14,0.07,0.025,0.085
1077,0.0175,0.725,0.0525,0.13,0.025,0.025,0.025
1078,0.04,0.815,0.045,0.01,0.03,0.045,0.015
1079,0.025,0.77,0.015,0.025,0.14,0.005,0.02
1080,0.085,0.655,0.075,0.05,0.03,0.035,0.07
1081,0.025,0.83,0.005,0.01,0.1,0.02,0.01
1082,0.775,0.01,0.05,0.01,0.07,0.045,0.04
1083,0.8,0.02,0.105,0.0,0.04,0.01,0.025
1084,0.7525,0.01,0.0725,0.04166666666666667,0.04,0.04833333333333334,0.035
1085,0.085,0.105,0.22,0.31,0.095,0.09,0.095
1086,0.725,0.005,0.195,0.005,0.03,0.0,0.04
1087,0.905,0.005,0.025,0.025,0.02,0.01,0.01
1088,0.92,0.02,0.005,0.01,0.015,0.01,0.02
1089,0.915,0.0,0.03,0.0,0.04,0.005,0.01
1090,0.97,0.005,0.0,0.0,0.005,0.01,0.01
1091,0.97,0.005,0.0,0.0,0.005,0.01,0.01
1092,0.875,0.01,0.005,0.025,0.03,0.04,0.015
1093,0.79,0.015,0.03,0.005,0.06,0.02,0.08
1094,0.84,0.04,0.04,0.02,0.025,0.02,0.015
1095,0.8,0.05,0.06,0.01,0.065,0.01,0.005
1096,0.65,0.105,0.075,0.02,0.03,0.065,0.055
1097,0.025,0.015,0.085,0.02,0.0,0.02,0.835
1098,0.026428571428571426,0.02,0.02857142857142857,0.0,0.01,0.025,0.89
1099,0.085,0.065,0.03,0.015,0.015,0.085,0.705
1100,0.1,0.02,0.04,0.005,0.035,0.005,0.795
1101,0.02,0.01,0.065,0.01,0.005,0.0175,0.8725
1102,0.005,0.005,0.02,0.005,0.015,0.935,0.015
1103,0.02,0.06,0.035,0.785,0.0,0.07,0.03
1104,0.04675,0.13824999999999998,0.055,0.655,0.025,0.01,0.07
1105,0.24,0.025,0.04,0.63,0.025,0.02,0.02
1106,0.015,0.02,0.01,0.005,0.93,0.01,0.01
1107,0.3,0.105,0.04,0.02,0.495,0.01,0.03
1108,0.03,0.01,0.005,0.005,0.94,0.005,0.005
1109,0.04,0.01,0.02,0.01,0.875,0.035,0.01
1110,0.045,0.02,0.0,0.0,0.93,0.005,0.0
1111,0.05,0.03,0.015,0.01,0.88,0.01,0.005
1112,0.015,0.02,0.01,0.005,0.93,0.01,0.01
1113,0.115,0.75,0.04,0.02,0.07,0.005,0.0
1114,0.04,0.755,0.105,0.05,0.01,0.02,0.02
1115,0.045,0.88,0.005,0.025,0.02,0.015,0.01
1116,0.02,0.895,0.045,0.015,0.0,0.02,0.005
1117,0.01,0.87,0.02,0.02,0.01,0.055,0.015
1118,0.06,0.85,0.025,0.005,0.03,0.015,0.015
1119,0.08,0.705,0.065,0.02,0.065,0.03,0.035
1120,0.035,0.895,0.015,0.02,0.0,0.02,0.015
1121,0.03666666666666667,0.8783333333333333,0.035,0.02,0.01,0.01,0.01
1122,0.84,0.015,0.035,0.05,0.045,0.01,0.005
1123,0.855,0.015,0.02,0.005,0.07,0.02,0.015
1124,0.89,0.015,0.03,0.0,0.03,0.015,0.02
1125,0.75,0.025,0.01,0.035,0.115,0.06,0.005
1126,0.75,0.025,0.01,0.035,0.115,0.06,0.005
1127,0.845,0.015,0.04,0.03,0.04,0.02,0.01
1128,0.86,0.03,0.03,0.0,0.035,0.02,0.025
1129,0.8175,0.04,0.0675,0.005,0.025,0.015,0.03
1130,0.705,0.06,0.14,0.015,0.05,0.015,0.015
1131,0.73,0.115,0.065,0.02,0.035,0.02,0.015
1132,0.795,0.035,0.055,0.025,0.055,0.005,0.03
1133,0.925,0.01,0.055,0.0,0.005,0.0,0.005
1134,0.84,0.01,0.095,0.03,0.01,0.0,0.015
1135,0.7425,0.075,0.0875,0.045,0.01,0.025,0.015
1136,0.72,0.03,0.06,0.065,0.025,0.05,0.05
1137,0.50375,0.08,0.24625,0.03,0.085,0.045,0.01
1138,0.825,0.02,0.035,0.025,0.085,0.0,0.01
1139,0.79,0.05,0.04,0.04,0.04,0.025,0.015
1140,0.825,0.01,0.08,0.0,0.035,0.01,0.04
1141,0.04375,0.055,0.03625,0.036111111111111115,0.03,0.685,0.11388888888888889
1142,0.0575,0.035,0.8375,0.005,0.015,0.015,0.035
1143,0.1,0.03,0.13,0.025,0.255,0.045,0.415
1144,0.0375,0.01,0.7275,0.025,0.025,0.0375,0.1375
1145,0.03,0.06,0.72,0.115,0.015,0.0275,0.0325
1146,0.23,0.015,0.04,0.64,0.06,0.0,0.015
1147,0.055,0.04,0.005,0.02,0.81,0.03,0.04
1148,0.495,0.025,0.08,0.01,0.365,0.01,0.015
1149,0.105,0.01,0.045,0.02,0.665,0.05,0.105
1150,0.1375,0.04,0.0425,0.005,0.735,0.02,0.02
1151,0.14,0.065,0.02,0.02,0.675,0.055,0.025
1152,0.0725,0.075,0.2225,0.057999999999999996,0.29,0.162,0.12
1153,0.1075,0.04,0.0675,0.045,0.5,0.105,0.135
1154,0.06,0.045,0.01,0.01,0.805,0.045,0.025
1155,0.04,0.925,0.005,0.02,0.005,0.005,0.0
1156,0.03,0.92,0.015,0.025,0.0,0.01,0.0
1157,0.02,0.915,0.02,0.0175,0.01,0.0075,0.01
1158,0.725,0.09,0.065,0.035,0.06,0.015,0.01
1159,0.7533333333333333,0.095,0.056666666666666664,0.04,0.04,0.005,0.01
1160,0.855,0.05,0.055,0.01,0.02,0.0,0.01
1161,0.8,0.045,0.03,0.02,0.08,0.015,0.01
1162,0.865,0.035,0.06,0.01,0.01,0.015,0.005
1163,0.76,0.05,0.035,0.02,0.095,0.03,0.01
1164,0.49708333333333327,0.12,0.1379166666666667,0.065,0.135,0.03,0.015
1165,0.515,0.07,0.165,0.06,0.11,0.005,0.075
1166,0.87,0.01,0.06,0.015,0.005,0.005,0.035
1167,0.91,0.015,0.02,0.01,0.025,0.015,0.005
1168,0.89,0.005,0.025,0.005,0.05,0.01,0.015
1169,0.885,0.015,0.015,0.025,0.03,0.01,0.02
1170,0.82,0.025,0.045,0.025,0.05,0.02,0.015
1171,0.7,0.05,0.11,0.02,0.005,0.045,0.07
1172,0.6166666666666667,0.02,0.30333333333333334,0.0,0.01,0.02,0.03
1173,0.013333333333333332,0.01,0.026666666666666665,0.005,0.005,0.019166666666666665,0.9208333333333334
1174,0.035,0.005,0.005,0.015,0.18,0.025,0.735
1175,0.015,0.025,0.05,0.025,0.01,0.06166666666666666,0.8133333333333332
1176,0.035,0.005,0.005,0.015,0.18,0.025,0.735
1177,0.02,0.025,0.025,0.005,0.04,0.10166666666666666,0.7833333333333334
1178,0.095,0.015,0.13,0.015,0.03,0.0,0.715
1179,0.145,0.1,0.36,0.0575,0.1,0.1625,0.075
1180,0.015,0.05,0.045,0.02,0.01,0.735,0.125
1181,0.01,0.245,0.015,0.055,0.02,0.645,0.01
1182,0.005,0.045,0.065,0.115,0.0,0.745,0.025
1183,0.055,0.165,0.065,0.015,0.03,0.655,0.015
1184,0.01,0.015,0.08,0.175,0.02,0.69,0.01
1185,0.06,0.015,0.125,0.065,0.01,0.705,0.02
1186,0.12625,0.005,0.77375,0.015,0.02,0.015,0.045
1187,0.7566666666666666,0.035,0.07833333333333332,0.045,0.015,0.015,0.055
1188,0.105,0.02,0.825,0.01,0.02,0.01,0.01
1189,0.13,0.065,0.69,0.02,0.065,0.005,0.025
1190,0.025,0.035,0.725,0.07,0.035,0.075,0.035
1191,0.015,0.005,0.765,0.05,0.03,0.075,0.06
1192,0.42,0.06,0.225,0.025,0.05,0.06666666666666667,0.15333333333333335
1193,0.08,0.06,0.725,0.0325,0.04,0.0475,0.015
1194,0.04,0.13,0.7,0.03,0.035,0.025,0.04
1195,0.07,0.07,0.155,0.655,0.02,0.015,0.015
1196,0.01,0.025,0.01,0.005,0.905,0.02,0.025
1197,0.075,0.02,0.02,0.0175,0.73,0.0875,0.05
1198,0.035,0.015,0.03,0.0,0.895,0.02,0.005
1199,0.13,0.035,0.055,0.005,0.71,0.035,0.03
1200,0.035,0.01,0.015,0.0,0.92,0.01,0.01
1201,0.005,0.0,0.005,0.0,0.965,0.01,0.015
1202,0.085,0.07,0.075,0.045,0.69,0.03,0.005
1203,0.03,0.005,0.01,0.0,0.925,0.02,0.01
1204,0.07,0.01,0.02,0.005,0.87,0.01,0.015
1205,0.255,0.03,0.035,0.005,0.65,0.01,0.015
1206,0.06,0.015,0.01,0.01,0.875,0.015,0.015
1207,0.015,0.015,0.005,0.0,0.945,0.005,0.015
1208,0.05,0.005,0.015,0.015,0.88,0.005,0.03
1209,0.04,0.005,0.03,0.01,0.815,0.025,0.075
1210,0.02,0.015,0.01,0.015,0.92,0.01,0.01
1211,0.005,0.005,0.0,0.0,0.985,0.0,0.005
1212,0.105,0.0,0.03,0.01,0.83,0.01,0.015
1213,0.145,0.685,0.08,0.01,0.06,0.005,0.015
1214,0.005,0.955,0.01,0.015,0.0,0.015,0.0
1215,0.035,0.805,0.025,0.065,0.045,0.025,0.0
1216,0.09,0.495,0.065,0.045,0.06,0.134,0.111
1217,0.05,0.81,0.015,0.01,0.05,0.06,0.005
1218,0.07,0.46,0.1,0.165,0.04,0.075,0.09
1219,0.06,0.68,0.105,0.03,0.035,0.065,0.025
1220,0.03,0.895,0.005,0.01,0.035,0.01,0.015
1221,0.05,0.74,0.075,0.03,0.03,0.035,0.04
1222,0.875,0.02,0.06,0.005,0.015,0.02,0.005
1223,0.7875,0.015,0.1125,0.015,0.015,0.01,0.045
1224,0.85,0.05,0.03,0.025,0.02,0.025,0.0
1225,0.7566666666666666,0.035,0.07833333333333332,0.045,0.015,0.015,0.055
1226,0.875,0.005,0.035,0.015,0.04,0.02,0.01
1227,0.72,0.065,0.1,0.035,0.045,0.01,0.025
1228,0.85,0.02,0.025,0.025,0.055,0.025,0.0
1229,0.755,0.165,0.055,0.01,0.005,0.01,0.0
1230,0.79,0.065,0.03,0.015,0.04,0.02,0.04
1231,0.86,0.0,0.03,0.02,0.05,0.02,0.02
1232,0.10675000000000001,0.015,0.23825,0.035,0.04,0.035333333333333335,0.5296666666666666
1233,0.73,0.01,0.01,0.015,0.19,0.04,0.005
1234,0.73,0.075,0.045,0.02,0.065,0.04,0.025
1235,0.71,0.015,0.055,0.02,0.085,0.035,0.08
1236,0.755,0.03,0.095,0.04,0.0,0.0225,0.0575
1237,0.3725,0.09,0.0525,0.05,0.38,0.04,0.015
1238,0.715,0.015,0.045,0.04,0.13,0.02,0.035
1239,0.705,0.025,0.08,0.07,0.03,0.0225,0.0675
1240,0.3575,0.16,0.1525,0.03,0.06,0.14,0.1
1241,0.06125,0.035,0.16375,0.045,0.035,0.035,0.625
1242,0.01,0.02,0.075,0.025,0.01,0.025,0.835
1243,0.22,0.07,0.18,0.16,0.04,0.125,0.205
1244,0.075,0.015,0.075,0.075,0.01,0.74,0.01
1245,0.065,0.01,0.02,0.4149583333333334,0.035,0.4500416666666667,0.005
1246,0.165,0.09,0.645,0.02,0.005,0.04,0.035
1247,0.31,0.255,0.185,0.04,0.105,0.025,0.08
1248,0.46678571428571436,0.0,0.4832142857142857,0.006666666666666666,0.0,0.005,0.03833333333333334
1249,0.185,0.07,0.35,0.158,0.05,0.087,0.1
1250,0.01,0.005,0.015,0.945,0.01,0.0,0.015
1251,0.065,0.01,0.02,0.4149583333333334,0.035,0.4500416666666667,0.005
1252,0.115,0.12,0.025,0.02,0.615,0.045,0.06
1253,0.06,0.02,0.01,0.005,0.835,0.01,0.06
1254,0.125,0.025,0.015,0.01,0.805,0.02,0.0
1255,0.045,0.045,0.04,0.005,0.83,0.025,0.01
1256,0.035,0.01,0.015,0.0,0.93,0.01,0.0
1257,0.105,0.835,0.01,0.015,0.025,0.005,0.005
1258,0.02,0.96,0.0,0.005,0.01,0.0,0.005
1259,0.005,0.945,0.015,0.0,0.01,0.01,0.015
1260,0.01,0.785,0.055,0.02,0.005,0.08,0.045
1261,0.04,0.815,0.05,0.035,0.01,0.03,0.02
1262,0.01,0.975,0.0,0.0,0.005,0.01,0.0
1263,0.015,0.915,0.015,0.005,0.02,0.01,0.02
1264,0.005,0.965,0.01,0.0,0.0,0.02,0.0
1265,0.045,0.785,0.06,0.05,0.01,0.03,0.02
1266,0.025,0.935,0.015,0.01,0.005,0.01,0.0
1267,0.295,0.17,0.25,0.025,0.12,0.07,0.07
1268,0.815,0.03,0.035,0.03,0.075,0.015,0.0
1269,0.46678571428571436,0.0,0.4832142857142857,0.006666666666666666,0.0,0.005,0.03833333333333334
1270,0.71,0.045,0.07,0.035,0.05,0.045,0.045
1271,0.805,0.015,0.015,0.005,0.115,0.0,0.045
1272,0.74,0.01,0.135,0.025,0.06,0.005,0.025
1273,0.8,0.015,0.075,0.01,0.07,0.015,0.015
1274,0.925,0.005,0.035,0.0,0.02,0.0,0.015
1275,0.35,0.035,0.27,0.035,0.065,0.10666666666666666,0.13833333333333334
1276,0.83,0.055,0.035,0.025,0.01,0.02,0.025
1277,0.295,0.145,0.125,0.06,0.195,0.08,0.1
1278,0.82,0.02,0.025,0.065,0.05,0.015,0.005
1279,0.91,0.0,0.05,0.0,0.01,0.01,0.02
1280,0.9,0.04,0.04,0.0075,0.0,0.0125,0.0
1281,0.01,0.065,0.69,0.0575,0.03,0.09,0.0575
1282,0.105,0.025,0.04,0.01,0.785,0.02,0.015
1283,0.075,0.03,0.09,0.03,0.695,0.02,0.06
1284,0.285,0.495,0.03,0.06,0.09,0.025,0.015
1285,0.81,0.055,0.035,0.02,0.025,0.02,0.035
1286,0.825,0.05,0.05,0.03,0.03,0.0,0.015
1287,0.54,0.04,0.195,0.015,0.04,0.0925,0.0775
1288,0.855,0.01,0.035,0.005,0.07,0.0,0.025
1289,0.035,0.02,0.09,0.01875,0.005,0.055,0.77625
1290,0.075,0.075,0.055,0.025,0.075,0.645,0.05
1291,0.03,0.005,0.035,0.0175,0.165,0.7175,0.03
1292,0.095,0.09,0.095,0.051,0.035,0.605,0.028999999999999998
1293,0.06,0.055,0.15,0.12,0.055,0.265,0.295
1294,0.74,0.015,0.08,0.03,0.055,0.05,0.03
1295,0.065,0.33,0.08,0.3275,0.02,0.1,0.0775
1296,0.11,0.29,0.09,0.275,0.02,0.165,0.05
1297,0.015,0.035,0.04,0.75,0.02,0.065,0.075
1298,0.045,0.085,0.015,0.78,0.035,0.03,0.01
1299,0.12,0.0,0.02,0.005,0.82,0.015,0.02
1300,0.015,0.01,0.02,0.0,0.915,0.015,0.025
1301,0.115,0.005,0.025,0.005,0.82,0.015,0.015
1302,0.07,0.01,0.015,0.005,0.885,0.01,0.005
1303,0.15,0.77,0.04,0.015,0.01,0.01,0.005
1304,0.04,0.74,0.105,0.005,0.05,0.01,0.05
1305,0.7275,0.04,0.0725,0.015,0.09,0.02,0.035
1306,0.75,0.01,0.035,0.095,0.06,0.015,0.035
1307,0.95,0.01,0.005,0.005,0.03,0.0,0.0
1308,0.595,0.065,0.035,0.035,0.2,0.03,0.04
1309,0.71,0.01,0.005,0.015,0.22,0.025,0.015
1310,0.6825,0.035,0.0925,0.005,0.115,0.005,0.065
1311,0.785,0.08,0.03,0.01,0.035,0.05,0.01
1312,0.72,0.05,0.055,0.04,0.065,0.045,0.025
1313,0.895,0.0,0.045,0.015,0.03,0.0,0.015
1314,0.83,0.03,0.025,0.045,0.03,0.01,0.03
1315,0.78,0.03,0.07,0.02,0.055,0.02,0.025
1316,0.74,0.115,0.03,0.015,0.02,0.055,0.025
1317,0.84,0.0,0.02,0.005,0.135,0.0,0.0
1318,0.7,0.045,0.125,0.015,0.04,0.01,0.065
1319,0.815,0.035,0.015,0.03,0.075,0.02,0.01
1320,0.9,0.01,0.02,0.005,0.03,0.015,0.02
1321,0.805,0.03,0.02,0.01,0.13,0.0,0.005
1322,0.95375,0.0,0.00625,0.005,0.025,0.0,0.01
1323,0.02,0.01,0.02,0.46061111111111097,0.005,0.005,0.47938888888888903
1324,0.025,0.005,0.08,0.035,0.025,0.04,0.79
1325,0.125,0.0,0.075,0.02,0.005,0.015,0.76
1326,0.0,0.01,0.035,0.005,0.01,0.03166666666666666,0.9083333333333334
1327,0.015,0.03,0.05,0.0175,0.015,0.065,0.8075
1328,0.12,0.025,0.11,0.015,0.025,0.045,0.66
1329,0.015,0.03,0.015,0.02,0.01,0.7675,0.1425
1330,0.175,0.15,0.085,0.12958333333333333,0.27,0.12041666666666666,0.07
1331,0.045,0.12,0.05,0.015,0.06,0.685,0.025
1332,0.005,0.01,0.0,0.1,0.01,0.855,0.02
1333,0.035,0.045,0.775,0.015,0.025,0.025,0.08
1334,0.06,0.015,0.89,0.0,0.005,0.02,0.01
1335,0.075,0.055,0.64,0.065,0.0,0.095,0.07
1336,0.07,0.015,0.865,0.01,0.02,0.02,0.0
1337,0.48791666666666667,0.02,0.4520833333333333,0.005,0.0,0.015,0.02
1338,0.45333333333333337,0.021666666666666664,0.325,0.06,0.07,0.005,0.065
1339,0.06,0.015,0.89,0.0,0.005,0.02,0.01
1340,0.08208333333333333,0.03,0.7229166666666665,0.04,0.0,0.03,0.095
1341,0.045,0.0,0.87,0.02,0.005,0.015,0.045
1342,0.135,0.04,0.665,0.03,0.12,0.005,0.005
1343,0.015,0.045,0.085,0.805,0.005,0.0175,0.0275
1344,0.0175,0.05,0.0325,0.79,0.005,0.07,0.035
1345,0.02,0.01,0.02,0.46061111111111097,0.005,0.005,0.47938888888888903
1346,0.195,0.075,0.025,0.635,0.05,0.01,0.01
1347,0.035,0.065,0.085,0.75,0.005,0.045,0.015
1348,0.02,0.895,0.025,0.035,0.01,0.005,0.01
1349,0.015,0.915,0.03,0.01,0.02,0.01,0.0
1350,0.03,0.855,0.01,0.035,0.035,0.03,0.005
1351,0.015,0.915,0.03,0.01,0.02,0.01,0.0
1352,0.42574999999999996,0.48925000000000013,0.035,0.03,0.02,0.0,0.0
1353,0.065,0.755,0.0,0.045,0.1,0.03,0.005
1354,0.1,0.66,0.075,0.01,0.06,0.04,0.055
1355,0.025,0.875,0.02,0.03,0.01,0.035,0.005
1356,0.095,0.375,0.135,0.085,0.055,0.075,0.18
1357,0.735,0.015,0.03,0.0,0.185,0.025,0.01
1358,0.395,0.095,0.115,0.07285714285714286,0.195,0.037142857142857144,0.09
1359,0.715,0.005,0.07,0.02,0.08,0.085,0.025
1360,0.925,0.01,0.01,0.005,0.045,0.0,0.005
1361,0.755,0.025,0.035,0.021666666666666664,0.135,0.018333333333333333,0.01
1362,0.48791666666666667,0.02,0.4520833333333333,0.005,0.0,0.015,0.02
1363,0.775,0.07,0.04,0.005,0.07,0.025,0.015
1364,0.86,0.025,0.015,0.005,0.08,0.0,0.015
1365,0.44,0.035,0.115,0.013333333333333332,0.165,0.14666666666666667,0.085
1366,0.675,0.09,0.01,0.005,0.21,0.0,0.01
1367,0.59,0.06,0.065,0.06,0.15,0.05,0.025
1368,0.765,0.055,0.1,0.015,0.02,0.035,0.01
1369,0.715,0.015,0.08,0.08,0.055,0.005,0.05
1370,0.3133333333333333,0.016666666666666666,0.36,0.055,0.165,0.0,0.09
