,Product Manager,Database Administrator,Data Engineer,Data Scientist,Data Analyst,Business Analyst,Data Architect
1753,0.835,0.005,0.02333333333333333,0.025,0.015,0.07,0.026666666666666665
1754,0.015,0.435,0.095,0.0475,0.08,0.125,0.2025
1755,0.04,0.715,0.06,0.025,0.015,0.095,0.05
1756,0.01,0.855,0.005,0.0,0.02,0.065,0.045
1757,0.025,0.03,0.015,0.005,0.07,0.845,0.01
1758,0.015,0.02,0.01,0.02,0.025,0.895,0.015
1759,0.085,0.09,0.075,0.015,0.08,0.51,0.145
1760,0.01,0.175,0.02,0.015,0.035,0.645,0.1
1761,0.27,0.065,0.055,0.04,0.085,0.415,0.07
1762,0.02,0.035,0.015,0.015,0.01,0.89,0.015
1763,0.02,0.01,0.0,0.005,0.005,0.96,0.0
1764,0.085,0.115,0.075,0.04,0.38,0.2,0.105
1765,0.055,0.02,0.065,0.015,0.07,0.755,0.02
1766,0.045,0.04,0.035,0.08833333333333332,0.065,0.71,0.016666666666666666
1767,0.02,0.01,0.04,0.005,0.02,0.87,0.035
1768,0.195,0.01,0.035,0.005,0.02,0.73,0.005
1769,0.23,0.08,0.095,0.045,0.18916666666666665,0.2708333333333333,0.09
1770,0.005,0.01916666666666667,0.04,0.035,0.59,0.2658333333333333,0.045
1771,0.07,0.035,0.04,0.05,0.03,0.725,0.05
1772,0.01,0.02,0.0,0.0,0.06,0.89,0.02
1773,0.03,0.02,0.055,0.03,0.06166666666666667,0.7783333333333333,0.025
1774,0.02,0.01,0.0,0.005,0.005,0.96,0.0
1775,0.075,0.01,0.07,0.765,0.02,0.03,0.03
1776,0.04,0.005,0.025,0.78,0.065,0.075,0.01
1777,0.08,0.015,0.0375,0.1,0.655,0.03,0.0825
1778,0.045,0.225,0.14,0.045,0.29,0.165,0.09
1779,0.055,0.005,0.06,0.025,0.69,0.13,0.035
1780,0.92,0.0,0.01,0.02,0.01,0.03,0.01
1781,0.84,0.015,0.03,0.065,0.02,0.025,0.005
1782,0.685,0.085,0.01,0.025,0.055,0.11,0.03
1783,0.645,0.01,0.02,0.07,0.155,0.075,0.025
1784,0.08,0.76,0.035,0.035,0.015,0.035,0.04
1785,0.01,0.065,0.04,0.005,0.04,0.805,0.035
1786,0.095,0.01,0.03,0.025,0.05,0.755,0.035
1787,0.025,0.035,0.015,0.01,0.01,0.84,0.065
1788,0.03,0.08,0.035,0.015,0.03,0.785,0.025
1789,0.025,0.005,0.0,0.0875,0.0625,0.8025,0.0175
1790,0.04,0.03,0.045,0.02,0.025,0.775,0.065
1791,0.05,0.025,0.085,0.05,0.045,0.555,0.19
1792,0.34,0.02,0.085,0.195,0.10958333333333332,0.2354166666666667,0.015
1793,0.1,0.045,0.14,0.085,0.1,0.39,0.14
1794,0.07,0.025,0.065,0.025,0.04833333333333333,0.7466666666666667,0.02
1795,0.085,0.095,0.06,0.03,0.08,0.57,0.08
1796,0.025,0.015,0.035,0.055,0.04,0.82,0.01
1797,0.005,0.22,0.03,0.01,0.02,0.655,0.06
1798,0.095,0.06,0.12,0.1,0.115,0.29,0.22
1799,0.025,0.04,0.01,0.155,0.075,0.68,0.015
1800,0.07,0.005,0.03,0.02,0.035,0.81,0.03
1801,0.03,0.0,0.04,0.725,0.14,0.06,0.005
1802,0.0,0.12,0.075,0.7,0.04,0.045,0.02
1803,0.015,0.005,0.67,0.085,0.05,0.125,0.05
1804,0.0,0.04,0.0225,0.0675,0.77875,0.06625,0.025
1805,0.055,0.02,0.04,0.04,0.655,0.09,0.1
1806,0.0,0.2008333333333333,0.035,0.005,0.65,0.06416666666666666,0.045
1807,0.035,0.145,0.055,0.01,0.695,0.055,0.005
1808,0.055,0.02,0.04,0.04,0.655,0.09,0.1
1809,0.02,0.45,0.055,0.02,0.1,0.29,0.065
1810,0.025,0.045,0.065,0.095,0.645,0.065,0.06
1811,0.055,0.03,0.015,0.02,0.71,0.09,0.08
1812,0.0,0.165,0.015,0.005,0.725,0.065,0.025
1813,0.085,0.025,0.015,0.02,0.75,0.04,0.065
1814,0.025,0.03,0.04,0.035,0.69,0.155,0.025
1815,0.03,0.015,0.0,0.065,0.7470833333333334,0.10791666666666667,0.035
1816,0.05,0.01,0.075,0.035,0.035,0.16,0.635
1817,0.015,0.115,0.015,0.05,0.05,0.06,0.695
1818,0.0,0.01,0.0,0.0,0.0,0.005,0.985
1819,0.0,0.09,0.03,0.03,0.085,0.08,0.685
1820,0.875,0.005,0.01,0.005,0.065,0.04,0.0
1821,0.86,0.01,0.0,0.015,0.025,0.085,0.005
1822,0.885,0.015,0.005,0.005,0.035,0.05,0.005
1823,0.99,0.0,0.0,0.01,0.0,0.0,0.0
1824,0.85,0.01,0.015,0.05,0.04,0.03,0.005
1825,0.85,0.0,0.05,0.05,0.015,0.025,0.01
1826,0.915,0.01,0.025,0.01,0.005,0.035,0.0
1827,0.84,0.015,0.02,0.01,0.015,0.095,0.005
1828,0.725,0.005,0.035,0.035,0.005,0.17,0.025
1829,0.945,0.0,0.005,0.01,0.025,0.015,0.0
1830,0.855,0.0,0.01,0.035,0.005,0.07,0.025
1831,0.01,0.73,0.045,0.005,0.045,0.135,0.03
1832,0.005,0.835,0.04,0.01,0.045,0.05,0.015
1833,0.01,0.705,0.1,0.05,0.03875,0.08125,0.015
1834,0.025,0.65,0.025,0.01,0.06,0.21,0.02
1835,0.045,0.775,0.05,0.01,0.04,0.05,0.03
1836,0.065,0.645,0.03,0.0,0.055,0.18,0.025
1837,0.01,0.925,0.02,0.005,0.01,0.015,0.015
1838,0.005,0.875,0.025,0.005,0.015,0.045,0.03
1839,0.025,0.795,0.025,0.01,0.0,0.07,0.075
1840,0.125,0.085,0.065,0.125,0.21166666666666667,0.2733333333333334,0.115
1841,0.04,0.04,0.0,0.01,0.15,0.725,0.035
1842,0.03,0.01,0.05,0.02,0.04,0.83,0.02
1843,0.045,0.065,0.07625,0.065,0.13,0.425,0.19375
1844,0.025,0.035,0.06,0.03,0.035,0.775,0.04
1845,0.02,0.02,0.05,0.03,0.035,0.83,0.015
1846,0.035,0.03,0.02,0.025,0.04166666666666666,0.7933333333333334,0.055
1847,0.065,0.075,0.15,0.05,0.26666666666666666,0.3133333333333333,0.08
1848,0.04,0.105,0.045,0.065,0.21875,0.38625,0.14
1849,0.005,0.17,0.015,0.015,0.04,0.68,0.075
1850,0.055,0.005,0.03,0.035,0.055,0.81,0.01
1851,0.035,0.04,0.03,0.03,0.08,0.75,0.035
1852,0.07,0.025,0.025,0.015,0.07875,0.76625,0.02
1853,0.045,0.0,0.01,0.035,0.015,0.84,0.055
1854,0.05,0.02,0.045,0.02,0.045,0.815,0.005
1855,0.04,0.03,0.05,0.005,0.055,0.765,0.055
1856,0.05,0.055,0.01,0.05,0.1,0.73,0.005
1857,0.015,0.01,0.0,0.92,0.035,0.01,0.01
1858,0.0,0.0,0.01,0.95,0.024,0.006,0.01
1859,0.0,0.0,0.0,0.99,0.005,0.0,0.005
1860,0.0,0.0,0.0,0.99,0.005,0.0,0.005
1861,0.0,0.0,0.01,0.95,0.024,0.006,0.01
1862,0.0,0.0,0.0,0.99,0.005,0.0,0.005
1863,0.025,0.07,0.025,0.825,0.011000000000000001,0.034,0.01
1864,0.205,0.02,0.715,0.015,0.015,0.01,0.02
1865,0.045,0.025,0.67,0.085,0.04666666666666667,0.11333333333333334,0.015
1866,0.02,0.04,0.57,0.04,0.04,0.17,0.12
1867,0.03,0.065,0.6225,0.03,0.04,0.19,0.0225
1868,0.005,0.07,0.035,0.18,0.6575,0.0175,0.035
1869,0.005,0.02,0.0,0.005,0.6533333333333334,0.3016666666666667,0.015
1870,0.03,0.01,0.065,0.035,0.69,0.145,0.025
1871,0.1,0.01,0.015,0.085,0.73,0.05,0.01
1872,0.03,0.08,0.025,0.015,0.71,0.12,0.02
1873,0.025,0.011666666666666667,0.0,0.02,0.8175,0.11583333333333334,0.01
1874,0.025,0.1,0.025,0.13,0.645,0.065,0.01
1875,0.085,0.095,0.08,0.135,0.26166666666666666,0.2683333333333333,0.075
1876,0.075,0.04,0.03,0.018333333333333333,0.735,0.09,0.011666666666666665
1877,0.87,0.01,0.03,0.005,0.025,0.055,0.005
1878,0.105,0.11,0.25,0.11,0.175,0.08,0.17
1879,0.735,0.03,0.08,0.035,0.015,0.06,0.045
1880,0.82,0.005,0.015,0.095,0.01,0.045,0.01
1881,0.01,0.82,0.035,0.02,0.05,0.015,0.05
1882,0.09,0.64,0.02,0.015,0.02,0.195,0.02
1883,0.04,0.56,0.095,0.07,0.085,0.045,0.105
1884,0.07,0.295,0.175,0.055,0.065,0.25,0.09
1885,0.04,0.01,0.01,0.04,0.045,0.82,0.035
1886,0.015,0.025,0.015,0.045,0.11875,0.75625,0.025
1887,0.025,0.02,0.035,0.015,0.065,0.81,0.03
1888,0.04,0.01,0.05,0.025,0.075,0.77,0.03
1889,0.02,0.01,0.035,0.02,0.06,0.815,0.04
1890,0.025,0.15,0.055,0.01,0.06,0.655,0.045
1891,0.095,0.05,0.11,0.06625,0.3975,0.2375,0.04375
1892,0.025,0.015,0.01,0.035,0.065,0.83,0.02
1893,0.0,0.07,0.03,0.055,0.055,0.755,0.035
1894,0.055,0.045,0.05,0.22,0.09333333333333332,0.47666666666666674,0.06
1895,0.025,0.025,0.05,0.01,0.055,0.795,0.04
1896,0.005,0.02,0.005,0.005,0.205,0.72,0.04
1897,0.015,0.03,0.035,0.01,0.075,0.765,0.07
1898,0.055,0.025,0.055,0.025,0.08,0.735,0.025
1899,0.02,0.02,0.015,0.01,0.15833333333333333,0.7616666666666666,0.015
1900,0.025,0.015,0.01,0.66,0.22333333333333336,0.05166666666666666,0.015
1901,0.09,0.005,0.02875,0.57125,0.17,0.12,0.015
1902,0.02,0.015,0.0675,0.7525,0.015,0.115,0.015
1903,0.04,0.0,0.04,0.89,0.0,0.02,0.01
1904,0.035,0.01,0.045,0.855,0.01,0.025,0.02
1905,0.03,0.045,0.78,0.04,0.035,0.035,0.035
1906,0.015,0.17,0.67,0.03,0.055,0.02,0.04
1907,0.155,0.045,0.07,0.215,0.185,0.27,0.06
1908,0.03,0.075,0.025,0.05,0.685,0.1,0.035
1909,0.005,0.05,0.005,0.045,0.765,0.085,0.045
1910,0.32,0.04,0.065,0.08,0.25,0.18,0.065
1911,0.04,0.035,0.055,0.03,0.03,0.07,0.74
1912,0.005,0.025,0.005,0.085,0.05,0.09,0.74
1913,0.02,0.0,0.105,0.08,0.09,0.035,0.67
1914,0.01,0.025,0.04625,0.03,0.01,0.155,0.72375
1915,0.8,0.025,0.015,0.025,0.03875,0.07125,0.025
1916,0.1,0.06,0.1725,0.11,0.29375,0.20625,0.0575
1917,0.945,0.0,0.005,0.0,0.01,0.04,0.0
1918,0.435,0.04,0.065,0.085,0.125,0.22,0.03
1919,0.9,0.0,0.025,0.005,0.01,0.04,0.02
1920,0.92,0.0,0.00625,0.01,0.01,0.05,0.00375
1921,0.685,0.015,0.07,0.08,0.02,0.08,0.05
1922,0.005,0.865,0.015,0.005,0.04,0.025,0.045
1923,0.01,0.855,0.03,0.05,0.025,0.025,0.005
1924,0.0,0.98,0.0,0.0,0.01,0.01,0.0
1925,0.01,0.8375,0.0225,0.01625,0.015,0.0675,0.03125
1926,0.03,0.015,0.02,0.0075,0.025,0.88,0.0225
1927,0.04,0.075,0.06,0.0,0.075,0.73,0.02
1928,0.04,0.075,0.06,0.0,0.075,0.73,0.02
1929,0.125,0.03,0.02,0.07,0.12,0.61,0.025
1930,0.11,0.025,0.05,0.01,0.0675,0.7325,0.005
1931,0.0,0.03,0.03,0.015,0.135,0.755,0.035
1932,0.035,0.055,0.01,0.045,0.1,0.72,0.035
1933,0.0,0.035,0.025,0.0,0.015,0.925,0.0
1934,0.03,0.01,0.035,0.575,0.115,0.175,0.06
1935,0.02,0.056666666666666664,0.03,0.015,0.08625,0.7470833333333334,0.045
1936,0.45,0.015,0.055,0.025,0.045,0.365,0.045
1937,0.045,0.035,0.085,0.045,0.21,0.51,0.07
1938,0.005,0.04,0.095,0.02,0.11,0.685,0.045
1939,0.065,0.02,0.0,0.015,0.02,0.855,0.025
1940,0.01,0.015,0.06,0.86,0.015,0.02,0.02
1941,0.05,0.26,0.0575,0.08,0.19,0.315,0.0475
1942,0.04,0.045,0.055,0.015,0.77,0.06,0.015
1943,0.75,0.01,0.02,0.025,0.01,0.175,0.01
1944,0.015,0.01,0.03,0.035,0.021666666666666664,0.8583333333333333,0.03
1945,0.03,0.035,0.0775,0.1225,0.075,0.61,0.05
1946,0.015,0.1,0.07,0.27,0.40666666666666673,0.08833333333333332,0.05
1947,0.01,0.13,0.03,0.005,0.01,0.03,0.785
1948,0.64,0.09,0.045,0.085,0.07,0.055,0.015
1949,0.195,0.075,0.105,0.1,0.2,0.3,0.025
1950,0.035,0.875,0.01,0.015,0.025,0.01,0.03
1951,0.0,0.055,0.025,0.030833333333333334,0.09,0.77,0.029166666666666664
1952,0.045,0.015,0.035,0.075,0.105,0.71,0.015
1953,0.06,0.095,0.05,0.085,0.2,0.445,0.065
1954,0.02,0.01,0.03,0.02,0.065,0.84,0.015
1955,0.025,0.09,0.085,0.19,0.235,0.27,0.105
1956,0.075,0.05,0.11,0.035,0.3466666666666666,0.3283333333333333,0.055
1957,0.055,0.15,0.13,0.07,0.21666666666666667,0.29333333333333333,0.085
1958,0.125,0.075,0.055,0.1,0.19,0.38,0.075
